,_id,name,url,ram,rom,price,createdDate,color,status,url_img,store,id
43,6406fb692b331ecaa4c512b4,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,1.0,35090000,2023-01-10 20:58:07.383649,YELLOW,0,unknown,24hstore,8a31f9acf67b46f34ea674cf20d79ac296996fce92ddcbe57ea245e88867a22d
44,6406fb692b331ecaa4c512b5,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,128.0,23690000,2023-01-10 20:58:07.383649,GRAPHITE,0,unknown,24hstore,58905785f41e76d24f242c8f92d84a68ea26053f2722b4c808e93a28b801412
45,6406fb692b331ecaa4c512b6,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,256.0,26690000,2023-01-10 20:58:07.383649,GRAPHITE,0,unknown,24hstore,b3a74d8ec4b5a7c6efdfcc3d9e7adf712ea35215242bf442f5f25bb66218c9e
46,6406fb692b331ecaa4c512b7,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,512.0,30990000,2023-01-10 20:58:07.383649,GRAPHITE,0,unknown,24hstore,bdcb93c78ad0265fef32ed1c51fc3105c7214ee66093359872e4a0c3873c41
47,6406fb692b331ecaa4c512b8,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,1.0,35090000,2023-01-10 20:58:07.383649,GRAPHITE,0,unknown,24hstore,8cc86543c3f795e386f8c8593fd45ec7e5aaf7157b297fef72e6c1eb424bbb2
48,6406fb692b331ecaa4c512b9,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,128.0,23690000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,34731e54c76b952bb2638aec8b76e5e8fdc89b46ff03de46a1d43c56ce5cb9
49,6406fb692b331ecaa4c512ba,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,256.0,26690000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,53f853da8b539be2dcb39bb7b12adad6b1c1178b8c46fd20b8f0403fc2fe9a
50,6406fb692b331ecaa4c512bb,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,512.0,30990000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,a338852a9b9f0b8bc0574d3a9c911e1274a1ab7686c2d6b14017132270d8
51,6406fb692b331ecaa4c512bc,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,1.0,35090000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,8d6d21ca2fed9f857e28ef42f0355abf70ce15b856e9ba1db220d381fc5ff9
52,6406fb692b331ecaa4c512bd,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,128.0,23690000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,a0a0b541e620409c9e5c8a143e279b1ba1f96ca0bf88d9f52d6c9781c8697
53,6406fb692b331ecaa4c512be,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,256.0,26690000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,aa18cafc166d13268befe36b6ba29381be61aa33ff7fa6ec8992e411d7f1
54,6406fb692b331ecaa4c512bf,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,512.0,30990000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,b5fe10a5e6367531904a47574bdb30c799f2c0f2e64f2e5ea1b30a5e19e347
